fasta_file	Birmingham	Kyiv
/home/staff/iinf/ajank/adg/test/SRR28910762_1.fasta.gz	0.008664977733608324	0.02162405206696073
/home/staff/iinf/ajank/adg/test/SRR28910762_2.fasta.gz	0.007249376817432326	0.016909592471222413
/home/staff/iinf/ajank/adg/test/SRR28910780_1.fasta.gz	0.009087626415212782	0.02270669710758748
/home/staff/iinf/ajank/adg/test/SRR28910780_2.fasta.gz	0.008089145960063335	0.015138959839824637
/home/staff/iinf/ajank/adg/test/SRR28910782_1.fasta.gz	0.005340102005874073	0.009059858899175884
/home/staff/iinf/ajank/adg/test/SRR28910782_2.fasta.gz	0.006047574798262685	0.004955463758846269
/home/staff/iinf/ajank/adg/test/SRR28910784_1.fasta.gz	0.007255689127866285	0.02175857311744888
/home/staff/iinf/ajank/adg/test/SRR28910784_2.fasta.gz	0.007192928007410074	0.01484953061798405
/home/staff/iinf/ajank/adg/test/SRR28910785_1.fasta.gz	0.008607589471792134	0.02042177289568939
/home/staff/iinf/ajank/adg/test/SRR28910785_2.fasta.gz	0.007147504162750472	0.013902607972474869
/home/staff/iinf/ajank/adg/test/SRR28910791_1.fasta.gz	0.008716280182671513	0.021640139358055182
/home/staff/iinf/ajank/adg/test/SRR28910791_2.fasta.gz	0.007761663194244085	0.014499176909261533
/home/staff/iinf/ajank/adg/test/SRR28910794_1.fasta.gz	0.009094638950213098	0.023711738748530796
/home/staff/iinf/ajank/adg/test/SRR28910794_2.fasta.gz	0.010280773220829351	0.013290170173933448
/home/staff/iinf/ajank/adg/test/SRR27257555_1.fasta.gz	0.01211178671964432	0.005633236915177728
/home/staff/iinf/ajank/adg/test/SRR27257555_2.fasta.gz	0.007199373310887229	0.0030300094444290623
/home/staff/iinf/ajank/adg/test/SRR27257797_1.fasta.gz	0.012147575824663687	0.00553098701730954
/home/staff/iinf/ajank/adg/test/SRR27257797_2.fasta.gz	0.0074029527684488245	0.0030074098442951446
/home/staff/iinf/ajank/adg/test/SRR27257846_1.fasta.gz	0.012670513561899842	0.007005656505922524
/home/staff/iinf/ajank/adg/test/SRR27257846_2.fasta.gz	0.00801742871354484	0.0037973904165682503
/home/staff/iinf/ajank/adg/test/SRR27257887_1.fasta.gz	0.012514194486113309	0.005889257982620058
/home/staff/iinf/ajank/adg/test/SRR27257887_2.fasta.gz	0.007700148049415905	0.003229859521270349
