fasta_file	Auckland	Berlin	Birmingham	Kyiv	London	Singapore	Tokyo
/home/staff/iinf/ajank/adg/test/SRR27257857_1.fasta.gz	0.010280742297313777	0.006728288095322388	0.004390327775965165	0.006647412856265514	0.006908184988500977	0.006196063708685726	0.00430827385908779
/home/staff/iinf/ajank/adg/test/SRR27257857_2.fasta.gz	0.006330750038058086	0.00435800991227523	0.004768503514991848	0.004534084053714902	0.004341432950496261	0.00417735823772836	0.0035661388387898526
/home/staff/iinf/ajank/adg/test/SRR27257890_1.fasta.gz	0.012507207419266444	0.013849295952114052	0.007047701631465547	0.015545133836032104	0.016871277820888018	0.015779573502489614	0.005757148293552165
/home/staff/iinf/ajank/adg/test/SRR27257890_2.fasta.gz	0.007955071638191894	0.008827296211032488	0.007040752501693313	0.008834116557874033	0.009272409503765988	0.009785009391729698	0.004555659162103586
/home/staff/iinf/ajank/adg/test/SRR27257964_1.fasta.gz	0.016739528070828343	0.012658524188714215	0.005807286868657488	0.013359446879926233	0.014147847633031929	0.013454641566415728	0.006099962415681753
/home/staff/iinf/ajank/adg/test/SRR27257964_2.fasta.gz	0.010622376455140163	0.008499918418986153	0.005947640113914953	0.008679501121155352	0.008999902504499458	0.008611870592295798	0.004973425569949824
/home/staff/iinf/ajank/adg/test/SRR27257967_1.fasta.gz	0.018194161094402594	0.012483198066561547	0.005528999271556894	0.014705401414749894	0.014837218994283467	0.016050695343025077	0.00389262449620698
/home/staff/iinf/ajank/adg/test/SRR27257967_2.fasta.gz	0.015196565148542193	0.00966067245582634	0.0054701239179872066	0.0116656498442183	0.011531893286043933	0.012077554356872135	0.00344696032672925
/home/staff/iinf/ajank/adg/test/SRR27258018_1.fasta.gz	0.048890280066362854	0.0113129926742308	0.005727881708950474	0.013419644797494575	0.013513650326520295	0.015053616123609911	0.003510142528223732
/home/staff/iinf/ajank/adg/test/SRR27258018_2.fasta.gz	0.03481924035429711	0.00926957367244059	0.005390804469145946	0.010872623001015928	0.010989147458038414	0.011472507488320214	0.003325160660172767
/home/staff/iinf/ajank/adg/test/SRR27257590_1.fasta.gz	0.014089976816465904	0.020369629529595375	0.007878530658321364	0.019181878916711005	0.020968453337363753	0.01910817996504278	0.012270856323624823
/home/staff/iinf/ajank/adg/test/SRR27257590_2.fasta.gz	0.008513844268873413	0.012651114858180875	0.008777353647552416	0.012325820662866903	0.01267395834805526	0.011831421218413761	0.009227426672166809
/home/staff/iinf/ajank/adg/test/SRR27257631_1.fasta.gz	0.011205929680215162	0.017821092351105895	0.0073244980480993175	0.01403267384163467	0.015579579868479309	0.013356959308594686	0.012045394101171013
/home/staff/iinf/ajank/adg/test/SRR27257631_2.fasta.gz	0.007069156236589736	0.010848544223225422	0.007390106425576894	0.009584850717180442	0.010350711828270947	0.008605530860437527	0.009497315110299243
/home/staff/iinf/ajank/adg/test/SRR27257639_1.fasta.gz	0.00693069919735375	0.014677879179027846	0.007332416551235736	0.00993380190547025	0.011211646439633249	0.009336913149997276	0.019609354837735085
/home/staff/iinf/ajank/adg/test/SRR27257639_2.fasta.gz	0.0050429451834504944	0.009401477719008507	0.0059440905692942575	0.008140278287205609	0.009014840312948472	0.00771367272820314	0.011454593932139576
/home/staff/iinf/ajank/adg/test/SRR27257651_1.fasta.gz	0.007871397377171333	0.015299699867976685	0.00765967805487985	0.010743718802223128	0.011949879311218018	0.01005993234957319	0.019491036991247032
/home/staff/iinf/ajank/adg/test/SRR27257651_2.fasta.gz	0.005632494282197321	0.00985034882949819	0.00603507945580638	0.00860871533310386	0.009364246354784866	0.008083632703586415	0.011806866557548482
/home/staff/iinf/ajank/adg/test/SRR27257677_1.fasta.gz	0.013171484233497281	0.016726085032241017	0.007932561299897221	0.013918156626831157	0.015231075773872099	0.013397471357824509	0.012042268844500569
/home/staff/iinf/ajank/adg/test/SRR27257677_2.fasta.gz	0.00810628188103998	0.009871898626414653	0.007861218668843612	0.009205648746847907	0.009658195760442832	0.008664169236210792	0.009580786844302325
