fasta_file	Birmingham	Kyiv
/home/staff/iinf/ajank/adg/test/SRR28910762_1.fasta.gz	0.022717692452949145	0.02455682500573013
/home/staff/iinf/ajank/adg/test/SRR28910762_2.fasta.gz	0.013473223940903976	0.012872042911282612
/home/staff/iinf/ajank/adg/test/SRR28910780_1.fasta.gz	0.021800950999138258	0.02231795032602203
/home/staff/iinf/ajank/adg/test/SRR28910780_2.fasta.gz	0.012484520794093814	0.011737554632331806
/home/staff/iinf/ajank/adg/test/SRR28910782_1.fasta.gz	0.011882256110805022	0.007300029012139574
/home/staff/iinf/ajank/adg/test/SRR28910782_2.fasta.gz	0.006797744060581835	0.00387776419559699
/home/staff/iinf/ajank/adg/test/SRR28910784_1.fasta.gz	0.019347175305950592	0.021493478134761643
/home/staff/iinf/ajank/adg/test/SRR28910784_2.fasta.gz	0.01119119956748971	0.011356809562816652
/home/staff/iinf/ajank/adg/test/SRR28910785_1.fasta.gz	0.020330224044488334	0.020148889656228578
/home/staff/iinf/ajank/adg/test/SRR28910785_2.fasta.gz	0.011492984448573908	0.010509373882586747
/home/staff/iinf/ajank/adg/test/SRR28910791_1.fasta.gz	0.021810035343814545	0.02096793961772236
/home/staff/iinf/ajank/adg/test/SRR28910791_2.fasta.gz	0.01265549990966048	0.011010313325577371
/home/staff/iinf/ajank/adg/test/SRR28910794_1.fasta.gz	0.018908527720386342	0.020112205175915554
/home/staff/iinf/ajank/adg/test/SRR28910794_2.fasta.gz	0.010984779876247366	0.010736888686853178
/home/staff/iinf/ajank/adg/test/SRR27257555_1.fasta.gz	0.012558088721406577	0.004558911152083388
/home/staff/iinf/ajank/adg/test/SRR27257555_2.fasta.gz	0.0067756319918493325	0.0024447877649144568
/home/staff/iinf/ajank/adg/test/SRR27257797_1.fasta.gz	0.012493224768495594	0.00449661581272972
/home/staff/iinf/ajank/adg/test/SRR27257797_2.fasta.gz	0.006941535562827293	0.002438533052963857
/home/staff/iinf/ajank/adg/test/SRR27257846_1.fasta.gz	0.013436887330440479	0.0056180975755364465
/home/staff/iinf/ajank/adg/test/SRR27257846_2.fasta.gz	0.007471493048525247	0.003044848553009076
/home/staff/iinf/ajank/adg/test/SRR27257887_1.fasta.gz	0.013054576603501941	0.004785971191794133
/home/staff/iinf/ajank/adg/test/SRR27257887_2.fasta.gz	0.0071960996998808	0.002606751358745992
