fasta_file	Birmingham	Kyiv
/home/staff/iinf/ajank/adg/test/SRR27257555_1.fasta.gz	0.009420176913038172	0.005879749131693314
/home/staff/iinf/ajank/adg/test/SRR27257555_2.fasta.gz	0.0065104731328744034	0.003169730084398656
/home/staff/iinf/ajank/adg/test/SRR27257797_1.fasta.gz	0.011812608160726544	0.005743739433810911
/home/staff/iinf/ajank/adg/test/SRR27257797_2.fasta.gz	0.00698961128808019	0.0031600499634747013
/home/staff/iinf/ajank/adg/test/SRR27257846_1.fasta.gz	0.012038835178961645	0.007226629821205761
/home/staff/iinf/ajank/adg/test/SRR27257846_2.fasta.gz	0.007498380901704196	0.0039574851286753865
/home/staff/iinf/ajank/adg/test/SRR27257887_1.fasta.gz	0.012110629838993085	0.006180721783613915
/home/staff/iinf/ajank/adg/test/SRR27257887_2.fasta.gz	0.007254908323844716	0.003425611901933687
/home/staff/iinf/ajank/adg/test/SRR28910762_1.fasta.gz	0.008945713733533655	0.022234609664254713
/home/staff/iinf/ajank/adg/test/SRR28910762_2.fasta.gz	0.007548680581956629	0.017508891684524897
/home/staff/iinf/ajank/adg/test/SRR28910780_1.fasta.gz	0.0086805995860955	0.02240704126582698
/home/staff/iinf/ajank/adg/test/SRR28910780_2.fasta.gz	0.007982312995143787	0.015529088582563074
/home/staff/iinf/ajank/adg/test/SRR28910782_1.fasta.gz	0.005573515539853354	0.009228248244137371
/home/staff/iinf/ajank/adg/test/SRR28910782_2.fasta.gz	0.005723660095061098	0.004981709984844804
/home/staff/iinf/ajank/adg/test/SRR28910784_1.fasta.gz	0.007444043850403189	0.022127843314170528
/home/staff/iinf/ajank/adg/test/SRR28910784_2.fasta.gz	0.007441237086058727	0.015149990285040257
/home/staff/iinf/ajank/adg/test/SRR28910785_1.fasta.gz	0.008958024126349082	0.02092478394612834
/home/staff/iinf/ajank/adg/test/SRR28910785_2.fasta.gz	0.0072663163587902875	0.014383477141034832
/home/staff/iinf/ajank/adg/test/SRR28910791_1.fasta.gz	0.008934178026035931	0.02268774986257877
/home/staff/iinf/ajank/adg/test/SRR28910791_2.fasta.gz	0.008116156053209742	0.014900071667658322
/home/staff/iinf/ajank/adg/test/SRR28910794_1.fasta.gz	0.008753986413399188	0.023516407149024834
/home/staff/iinf/ajank/adg/test/SRR28910794_2.fasta.gz	0.009270654182896253	0.013450825104525325
